"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escaped.Species","Stage","Age","Average.Weight","Initial.Escape.Reason","Final.Number.Escaped","Final.Number.Recovered","Marine.Scotland.Site.ID","Date.Registered","Site.Name","Local.Authority","Producing.in.Last.3.Years","Site.Post.Code","Health.Surveillance","MS.Management.Area","Species","Total.number.escaped"
2000056,"mainland salmon ltd","s",2005-01-11,NA,"atlantic salmon","grower fish (salmon only)",21,4900,"weather - wth",1998,0,"fs1020",2001-05-09,"bay of vady","orkney","yes","kw17 2pr","low","8b - central orkney","lumpsucker, atlantic salmon",1998
2000503,"mowi scotland ltd","s",2019-12-12,"11:00","atlantic salmon","grower fish (salmon only)",13,3500,"weather - wth",0,0,"fs1033",2002-02-01,"north shore","western isles","yes","hs2 9jt","medium","5a - e lewis","atlantic salmon, wrasse, lumpsucker",0
2000482,"cooke aquaculture scotland ltd","s",2018-12-16,NA,"atlantic salmon","broodfish",21,7600,"hole in net - hol",0,0,"fs1043",2002-07-09,"ness of copister","shetland","yes","ze2 9bn","low","2c - ne shetland mainland","lumpsucker, atlantic salmon",0
2000030,"murray seafoods ltd","s",2006-03-17,"12:00","atlantic salmon","grower fish (salmon only)",25,3400,"hole in net - hol",16000,0,"fs1056",2003-03-10,"strone point","argyll and bute","yes","pa23 7uj","medium","19b - kyles of bute","wrasse, lumpsucker, atlantic salmon",16000
2000128,"the scottish salmon company","s",2006-08-10,"NA","atlantic salmon","grower fish (salmon only)",22,4100,"human error - hum",8838,0,"fs1056",2003-03-10,"strone point","argyll and bute","yes","pa23 7uj","medium","19b - kyles of bute","lumpsucker, atlantic salmon, wrasse",8838
2000046,"westray salmon","s",2005-11-14,"NA","atlantic salmon","grower fish (salmon only)",18,3500,"no actual escape of fish - nes",0,0,"fs1080",2004-06-08,"bay of cleat (north)","orkney","yes","kw17 2dh","low","8a - westray","atlantic salmon, lumpsucker",0
2000169,"kames fish farming ltd","s",2007-06-29,"16:00","rainbow trout","fish weighing more than 5 grams",12,900,"no actual escape of fish - nes",0,0,"fs1101",2007-01-09,"etive 3 (port na mine)","argyll and bute","yes","pa35 1hu","low","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",0
2000177,"fjord seafood scotland farming ltd","s",2007-09-14,"11:00","atlantic salmon","grower fish (salmon only)",15,2500,"predator - prd",1629,0,"fs1103",2007-03-07,"vuia mor","western isles","yes","hs2 9hw","medium","6a - loch roag","atlantic salmon, lumpsucker, wrasse",1629
2000487,"mowi scotland ltd","s",2018-03-18,"10:00","atlantic salmon","grower fish (salmon only)",18,850,"predator - prd",0,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","atlantic salmon, lumpsucker, wrasse",0
2000480,"the scottish salmon company","s",2018-11-06,NA,"atlantic salmon","grower fish (salmon only)",10,90,"hole in net - hol",0,0,"fs1267",2012-11-12,"gometra","argyll and bute","yes","pa73 6ly","medium","16a - tuath, na keal","atlantic salmon, wrasse, lumpsucker",0
2000502,"scottish sea farms ltd","s",2019-10-09,NA,"atlantic salmon","grower fish (salmon only)",23,1250,"predator - prd",0,0,"fs0696",1991-09-19,"fiunary","highland","yes","pa37 1sb","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","lumpsucker, wrasse, atlantic salmon",0
2000168,"kames fish farming ltd","s",2007-07-13,"09:00","rainbow trout","fish weighing more than 5 grams",15,1300,"predator - prd",570,0,"fs0040",1993-01-01,"inverawe (west) etive 1","argyll and bute","no",NA,"low",NA,"rainbow trout",570
2000378,"highland fish farms","s",1998-12-01,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"equipment wear and tear - eqw",17000,0,"fs0049",1991-06-20,"camas an eilean","highland","no",NA,"medium","not in a management area","atlantic salmon",17000
2000146,"david m brien","f",2006-12-10,"19:00","rainbow trout","fish weighing more than 5 grams",3,40,"flooding - fld",27767,0,"fs0052",1973-08-17,"college mill","perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",27767
2000057,"loch duart ltd","s",2005-10-14,NA,"atlantic salmon","grower fish (salmon only)",16,4000,"hole in net - hol",3000,0,"fs0067",1991-08-26,"badcall bay","highland","yes","iv27 4th","low","9c - badcall, chairn bhain, eddrachillis","atlantic salmon, lumpsucker, wrasse",3000
2000392,"wester sound salmon ltd","s",1999-12-01,NA,"atlantic salmon","grower fish (salmon only)",15,2500,"hole in net - hol",4000,0,"fs0088",1985-10-30,"cloudin","shetland","yes","ze2 9pd","medium","3b - gruting, vaila, walls","atlantic salmon, wrasse, lumpsucker",4000
2000283,"torhouse trout ltd","f",2011-06-19,"00:00","rainbow trout","fish weighing more than 5 grams",6,60,"predator - prd",3790,1,"fs0134",1991-09-18,"glenkens","dumfries and galloway","yes","dg7 3tb","low","not in a management area","rainbow trout",3789
2000196,"kames fish farming ltd","f",2008-04-15,NA,"rainbow trout","fish weighing more than 5 grams",10,200,"unknown - unk",126,0,"fs0150",1996-06-11,"loch lochy","highland","yes","ph34 4eq","medium","not in a management area","atlantic salmon",126
2000118,"drummond fish farms","f",2002-05-01,NA,"rainbow trout","fish weighing more than 5 grams",12,105,"predator - prd",0,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",0
2000254,"scottish sea farms ltd","s",2009-10-27,NA,"atlantic salmon","grower fish (salmon only)",19,4000,"no actual escape of fish - nes",0,0,"fs0183",1991-09-30,"south sound","shetland","yes","ze1 0tq","medium","4c - n st magnus bay","atlantic salmon, wrasse, lumpsucker",0
2000385,"marine harvest mcconnell","f",1999-06-06,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"weather - wth",20000,0,"fs0224",1984-01-01,"portnalong hatchery","highland","no",NA,NA,NA,"atlantic salmon",20000
2000104,"marine harvest (scotland) ltd","s",2003-03-31,"09:00","atlantic salmon","grower fish (salmon only)",14,3500,"hole in net - hol",50,27,"fs0240",1983-05-18,"linnhe","highland","yes","ph33 7ah","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","lumpsucker, atlantic salmon, wrasse",23
2000273,"marine harvest (scotland) ltd","s",2010-11-21,"06:00","atlantic salmon","grower fish (salmon only)",10,1500,"transfer pipe failure - trp",36,0,"fs0241",1984-05-31,"kingairloch","highland","yes","ph33 7ae","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, wrasse, lumpsucker",36
2000113,"abbey st. bathans trout farm","f",2002-10-22,"06:00","rainbow trout","fish weighing more than 5 grams",12,200,"flooding - fld",7080000,0,"fs0258",1979-05-14,"abbey st bathans trout farm","scottish borders","yes","td11 3tx","low","not in a management area","rainbow trout",7080000
2000175,"caledonian trout co","f",2007-08-16,"09:00","rainbow trout","fish weighing more than 5 grams",12,412,"hole in net - hol",75000,842,"fs0260",1985-12-11,"braevallich farm","argyll and bute","yes","pa33 1bu","low","not in a management area","rainbow trout",74158
2000217,"skelda salmon farms ltd","s",2009-01-07,NA,"atlantic salmon","grower fish (salmon only)",12,1250,"no actual escape of fish - nes",0,0,"fs0316",1988-01-01,"setter voe","shetland","yes","ze1 0px","medium","3a - sw shetland mainland","atlantic salmon, lumpsucker",0
2000398,"the scottish salmon company","s",2013-10-10,"08:30","atlantic salmon","grower fish (salmon only)",13,3093,"equipment damage - eqd",8875,0,"fs0336",1998-04-01,"druimyeon bay","argyll and bute","yes","pa41 7aa","medium","18b - gigha","atlantic salmon, wrasse, lumpsucker",8875
2000342,"aquascot sea farms ltd.","s",2000-01-31,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"no actual escape of fish - nes",0,0,"fs0361",1998-04-25,"sian bay","highland","yes","iv27 4ue","high","9a - loch eriboll","lumpsucker, wrasse, atlantic salmon",0
2000061,"marine harvest (scotland) ltd","s",2005-01-11,"NA","atlantic salmon","grower fish (salmon only)",23,1000,"weather - wth",12943,0,"fs0411",1989-01-01,"vuiabeag","western isles","yes",NA,"medium","6a - loch roag","atlantic salmon, lumpsucker, wrasse",12943
2000490,"meavag fish farming","f",2019-05-11,"09:00","rainbow trout","fish weighing more than 5 grams",14,500,"vandalism - van",3000,2800,"fs0506",1994-03-21,"loch rithenan (loch nan ritheanan)","western isles","yes","hs4 3xz","low","not in a management area","rainbow trout",200
2000072,"murray seafoods ltd","s",2005-01-24,"12:00","atlantic salmon","grower fish (salmon only)",15,15,"hole in net - hol",22500,5,"fs0559",1985-10-16,"ardyne","argyll and bute","yes","pa23 7uj","medium","19b - kyles of bute","atlantic salmon, lumpsucker, wrasse",22495
2000307,"meridian salmon farms ltd","s",2012-12-15,"NA","atlantic salmon","grower fish (salmon only)",9,1153,"weather - wth",25623,0,"fs0597",1989-09-11,"meil bay","orkney","yes","kw15 1gp","medium","8b - central orkney","atlantic salmon, lumpsucker",25623
2000094,"invicta trout ltd","f",2006-09-02,"07:00","rainbow trout","fish weighing more than 5 grams",15,300,"other - oth",200,50,"fs0598",1990-04-02,"trossachs trout  ltd","stirling","yes","fk17 8hg","medium","not in a management area","brown trout and sea trout, common carp (inc. koi & mirror), rainbow trout, tiger trout",150
2000055,"marine harvest (scotland) ltd","s",2005-10-09,NA,"atlantic salmon","grower fish (salmon only)",8,1150,"weather - wth",7000,50,"fs0602",1990-11-11,"sconser","highland","yes","iv48 8td","high","11b - sound of raasay, ainort, scalpay","atlantic salmon, wrasse, lumpsucker",6950
2000357,"shetland sea trout","s",2000-07-06,NA,"brown trout and sea trout","fish weighing more than 5 grams",15,800,"equipment damage - eqd",18000,0,"fs0620",1990-12-19,"east aith voe","shetland","no",NA,"not applicable",NA,"atlantic salmon",18000
2000461,"marine harvest (scotland) ltd","s",2017-10-20,"14:00","atlantic salmon","grower fish (salmon only)",3,275,"other - oth",0,0,"fs1296",2015-04-09,"colonsay","argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0
2000323,"mainland salmon","s",2001-05-01,NA,"atlantic salmon","grower fish (salmon only)",15,2000,"predator - prd",7500,0,"fs0645",1990-01-08,"kirk noust","orkney","yes","kw17 2pr","medium","8b - central orkney","atlantic salmon, lumpsucker",7500
2000324,"hascosay salmon farms ltd","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"equipment damage - eqd",10000,0,"fs0656",1991-09-10,"djubawick","shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",10000
2000108,"marine harvest (scotland) ltd","s",2003-03-20,"16:00","atlantic salmon","grower fish (salmon only)",13,2100,"hole in net - hol",11476,0,"fs0729",1991-11-01,"aultbea","highland","no",NA,NA,NA,"atlantic salmon",11476
2000110,"north uist fisheries ltd","f",2003-01-16,NA,"atlantic salmon","grower fish (salmon only)",13,30,"weather - wth",47176,0,"fs0733",1993-04-01,"loch caravat","western isles","no",NA,NA,"not in a management area","atlantic salmon",47176
2000297,"loch duart ltd","s",2012-01-17,"14:00","atlantic salmon","grower fish (salmon only)",24,2000,"equipment damage - eqd",20,0,"fs0853",1995-06-13,"lochmaddy","western isles","yes","hs6 5aa","low","5c - e north uist","lumpsucker, wrasse, atlantic salmon",20
2000365,"heogland salmon","s",2000-08-01,NA,"atlantic salmon","grower fish (salmon only)",15,3000,"equipment damage - eqd",20000,0,"fs0896",1997-05-13,"mula","shetland","no",NA,"low",NA,"atlantic salmon, lumpsucker",20000
2000338,"aquascot sea farms ltd","s",2000-01-29,NA,"atlantic salmon","grower fish (salmon only)",15,1000,"weather - wth",62000,0,"fs0908",1997-10-20,"quanterness","orkney","yes","kw15 1gp","medium","8b - central orkney","lumpsucker, atlantic salmon",62000
2000460,"marine harvest (scotland) ltd","s",2017-10-10,"13:00","atlantic salmon","grower fish (salmon only)",12,3500,"predator - prd",0,0,"fs1033",2002-02-01,"north shore","western isles","yes","hs2 9jt","medium","5a - e lewis","atlantic salmon, wrasse, lumpsucker",0
2000410,"dawnfresh farming ltd","s",2014-08-27,"14:00","rainbow trout","fish weighing more than 5 grams",8,2120,"human error - hum",0,0,"fs1067",2003-09-09,"inverawe (east) etive 2","argyll and bute","no","pa35 1hu","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",0
2000286,"dawnfresh farming ltd","s",2011-07-29,"13:00","rainbow trout","fish weighing more than 5 grams",15,350,"transfer pipe failure - trp",200,22,"fs1101",2007-01-09,"etive 3 (port na mine)","argyll and bute","yes","pa35 1hu","low","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",178
2000486,"grieg seafood shetland ltd","s",2019-03-11,"12:00","atlantic salmon","grower fish (salmon only)",14,6600,"predator - prd",0,0,"fs1175",2010-03-23,"gob na hoe","highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",0
2000521,"the scottish salmon company","s",2020-10-11,"12:00","atlantic salmon","grower fish (salmon only)",18,4300,"predator - prd",0,0,"fs1233",2011-04-28,"eughlam","western isles","yes","hs2 9ed","medium","6a - loch roag","wrasse, lumpsucker, atlantic salmon",0
2000434,"balta island seafare ltd","s",2015-09-07,"11:00","atlantic salmon","grower fish (salmon only)",17,3600,"human error - hum",1,0,"fs0717",1991-10-16,"balta isle","shetland","yes","ze2 9dl","medium","1a - e unst","atlantic salmon",1
2000192,"balta island seafare ltd","s",2008-03-01,NA,"atlantic salmon","grower fish (salmon only)",10,900,"weather - wth",20000,0,"fs0717",1991-10-16,"balta isle","shetland","yes","ze2 9dl","medium","1a - e unst","atlantic salmon",20000
2000289,"balta island seafare ltd","s",2011-08-23,NA,"atlantic salmon","grower fish (salmon only)",15,2500,"predator - prd",15000,0,"fs0717",1991-10-16,"balta isle","shetland","yes","ze2 9dl","medium","1a - e unst","atlantic salmon",15000
